Número registro,Nombre tercero,Descripción,Fecha contable,Importe bruto,Orgánica,Programa,Económica
2016.0002451,"CRISTALERIA LUIS EDO, S.L.",25/05/16. CRISTALES PARA PUERTAS PARA TALLER DE EMPLEO VI,16/06/2016,"155,85 €",4,24120,22199
2016.0003505,"FOTO VIDEO LLEDO, S.L.",23/05/16. COPIAS FOTOS PARA AGENCIA DESARROLLO LOCAL.,08/07/2016,"83,58 €",4,24100,226020
2016.0003664,IRELA LLEURESPORT SL,"MAYO 16.  SERVICIO DE ""ESCOLA DE MATI I VESPRADA PARA EL CURSO ESCOLAR 2015-2016"" JGL 07-08-15 (FORMALIZADO 04-09-15).",22/07/2016,"14.590,86 €",5,23102,227996
2016.0005863,"KONTOR STIL, S.L.","EQUIPAMIENTO PARA MODULOS FORMATIVOS DE EMPRENDIMIENTO Y ASESORAMIENTO EMPRESARIAL DE LA AGENCIA DESARROLLO LOCAL, DECRETO 19/08/2016.",29/11/2016,"21.477,14 €",4,24120,62301
2016.0013382,GESTION INTEGRAL TELECOMUNICACIONES SANCHIS,07/11/16. MATERIALES CORPORATIVOS HACKATHON CASTELLÓN 2016.,05/12/2016,"2.427,99 €",4,24100,226991
2016.0014035,CULTURARTS GENERALITAT,"2016. ENCUENTRO EMPRESARIAL ""ENREDATE""",22/12/2016,"3.022,27 €",5,17220,226990
2016.0014061,SDAD ESPAÑOLA CARBUROS METALICOS SA,30/11/16. SUMINISTRO GAS PARA SOLDAR PARA SU USO EN EL TALLER DE EMPLEO VII A,29/12/2016,"254,20 €",4,24120,22199
2016.0014242,"VIAJES TRANSVIA TOURS, S.L.",DEL 16 AL 19/11/16. ALOJAMIENTO PATRICIA PUERTA Y EVA LIDON BARREDA A BURGOS.,29/12/2016,"480,00 €",4,24100,226999
2016.0014846,RICARDO PERIS MATERIALES SL,15/12/16. MATERIAL DE CONSTRUCCIÓN PARA SU USO EN EL TALLER DE EMPLEO VII A,29/12/2016,"5.726,03 €",4,24120,22199
2016.0014847,"SUMINISTROS SEQUIOL, S.L.L.",15/12/16. MATERIAL DE FONTANERIA Y CLIMA PARA SU USO POR EL TALLER DE EMPLEO VII A,29/12/2016,"5.869,03 €",4,24120,22199
2016.0014848,"CARPINTERIA MEDALL 2, S.A.",15/12/16. MATERIAL DE CARPINTERIA PARA SU USO POR EL TALLER DE EMPLEO VII  A,29/12/2016,"531,19 €",4,24120,22199
2016.0014850,CASMAR 2000 S.A.,15/12/16. ADQUISICIÓN VESTUARIO PARA EL TALLER DE EMPLEO VII  A,29/12/2016,"4.338,10 €",4,24120,22199
2016.0014866,"SUMINISTROS SEQUIOL, S.L.L.",15/12/16. SUMINISTRO MAQUINARIA CLIMATIZACIÓN PARA EL TALLER DE EMPLEO VII A,29/12/2016,"5.903,11 €",4,24120,22199
2016.0014867,"MOBILIARIO CASTELLONENSE, S.L.",15/12/16. SUMINISTRO CRISTALES PARA SU USO EN EL TALLER DE EMPLEO VII  A,29/12/2016,"2.098,99 €",4,24120,22199
2016.0014868,DISMELCAS SL,15/12/16. SUMINISTRO PANTALLAS PARA SU USO EN EL TALLER DE EMPLEO VII A,29/12/2016,"5.948,02 €",4,24120,22199
2016.0014869,"MOBILIARIO CASTELLONENSE, S.L.",15/12/16. SUMINISTRO TECHO TÉCNICO PARA SU USO EN EL TALLER DE EMPLEO VII B,29/12/2016,"5.977,40 €",4,24120,22199
2016.0014870,CASMAR 2000 S.A.,15/12/16. SUMINISTRO VESTUARIO PARA SU USO EN EL TALLER DE EMPLEO VII B,29/12/2016,"5.912,23 €",4,24120,22199
2016.0014871,PINTURAS DORALPIN SL.,05/12/16. MATERIAL DE PINTURA PARA SU USO EN EL TALLER DE EMPLEO VII B,29/12/2016,"3.828,84 €",4,24120,22199
2016.0014872,INDUSTRIAL AUTO PITARCH SL,15/12/16. SUMINISTRO ESCALERAS Y TAQUILLAS PARA SU USO EN EL TALLER DE EMPLEO VII B,29/12/2016,"4.176,09 €",4,24120,22199
2016.0014873,JUAN GOZALBO SL,15/12/16. SUMINSTRO MAQUINARIA DE JARDINERIA PARA SU USO EN EL TALLER DE EMPLEO VII B,29/12/2016,"5.213,56 €",4,24120,22199
2016.0014874,"SUMINISTROS SEQUIOL, S.L.L.",15/12/16. MATERIAL DE FONTANERIA PARA CENTRO MUNICIPAL FORMACION CIUDAD SOLIDARIDAD (TALLERES EMPLEO),29/12/2016,"2.471,97 €",4,24120,22199
2016.0014875,CASMAR 2000 S.A.,15/12/16. SUMINISTRO HERRAMIENTAS PARA CARPINTERIA METÁLICA PARA CENTRO MUNICIPAL FORMACION CIUDAD SOLIDARIDAD (TALLERES EMPLEO),29/12/2016,"5.435,03 €",4,24120,62300
2016.0014876,INDUSTRIAL AUTO PITARCH SL,15/12/16. MATERIAL DE PINTURA PARA CENTRO MUNICIPAL FORMACION CIUDAD SOLIDARIDAD (TALLERES EMPLEO),29/12/2016,"2.232,24 €",4,24120,62300
2016.0014877,INDUSTRIAL AUTO PITARCH SL,15/12/16. SUMINISTRO HERRAMIENTAS ALBAÑILERIA PARA CENTRO MUNICIPAL FORMACION CIUDAD SOLIDARIDAD (TALLERES EMPLEO),29/12/2016,"3.458,57 €",4,24120,62300
2016.0014878,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,"13/12/16. TALLERES-CONFERENCIAS DIRIGIDAS A DIVERSOS COLECTIVOS DE PERSONAS DESEMPLEADAS, DIRIGIDAS A LA ORIENTACIÓN Y MOTIVACIÓN EN LA BÚSQUEDA DE PROYECTOS TENDENTES A SU INSERCIÓN LABORAL.",29/12/2016,"3.750,00 €",4,24100,226992
2016.0014879,RICARDO PERIS MATERIALES SL,01/12/16. MATERIAL DE CONSTRUCCIÓN PARA SU USO EN EL TALLER DE EMPLEO VII A,29/12/2016,"4.828,29 €",4,24120,22199
2016.0014880,"SISTEMAS Y MONTAJES CLIMATIZACIÓN, S.L.",30/11/16. 4 UNIDADES SPLIT CON BOMBA CALOR Y MONTAJE PARA REHABILITACION Y ACONDICIONAMIENTO TERMICO DE 4 DESPACHOS DEL EDIFICIO CIUDAD DE LA SOLIDARIDAD,29/12/2016,"4.856,94 €",4,24120,22199
2016.0014911,"ALUVAL, S.A.",12/12/16. ADQUISICION DE MATERIALES DE ALUMINIO PARA LA CONSTRUCCION DE VENTANAS Y BALCONERAS EN LAS OBRAS DE REHABILITACION Y ACONDICIONAMIENTO DEL ALA ESTE DE LA 2ª PLANTA DEL EDIFICIO CIUDAD DE LA SOLIDARIDAD,30/12/2016,"3.269,80 €",4,24120,22199
2015.0006646,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,28/11/15. CANASTILLAS DE FLORES PARA PRESENTACIÓN DE GAITA 1,28/04/2016,"375,00 €",1,91201,226990
2015.0006661,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,7/11/2015 CESTA MADRINAS GAYATA 13,28/04/2016,"375,00 €",1,91201,226990
2015.0006662,"SANTOS BALLESTER, C.B.",5/12/2005 CESTAS DE FLORES PARA MADRINAS MAYOR E INFANTIL GAYATA 17,17/02/2016,"375,00 €",1,91201,226990
2016.0000008,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,DEL 23/12/15 AL 05/01/16. ORGANIZACIÓN Y ELABORACIÓN DE ACTIVIDADES INFANTILES DE NAVIDAD SOSTENIBLE.,10/02/2016,"3.000,00 €",1,91201,226990
2016.0000027,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,DICIEMBRE/15.  SERVICIO DE PROTOCOLO DEL AYUNTAMIENTO DE CASTELLON JGL 07-11-14 FORMALIZADO 10-11-14.,05/02/2016,"4.235,00 €",1,91201,226011
2016.0000076,MEDITERRANEO HOLIDAYS SL,"8 Y 9/01/16. BILLETES DE AVION A FAVOR DE LA ALCALDESA, CONCEJAL DE DEPORTES Y JEFE GABINETE CON MOTIVO DE LA PRESENTACIÓN DE LA VUELTA CICLISTA A ESPAÑA.",10/02/2016,"486,50 €",1,91201,226990
2016.0000080,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,DICIEMBRE/15. PRENSA PARA ALCALDÍA.,10/02/2016,"49,99 €",1,91201,22001
2016.0000132,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,19/12/15. CESTAS DE FLORES PARA PRESENTACIÓN GAIATA 19,17/02/2016,"374,88 €",1,91201,226990
2016.0000133,"CORONAS CASTELLON, S.L.",DEL 1 AL 20/11/15. CENTROS DE FLORES Y RAMOS CENTENARIA Y PRESENTACIÓN BENICARLO.,28/04/2016,"666,03 €",1,91201,226990
2016.0000134,"CORONAS CASTELLON, S.L.",01/12/15. CORONA DEFUNCIÓN,17/02/2016,"170,01 €",1,91201,226990
2016.0000142,"GESTIONA CULTURA, S.L.U.","DICIEMBRE 2015 MONTAJE DE JUEGOS INFANTILES ""JUGAFUSTA"" DURANTE LAS VACACIONES DE NAVIDAD EN LA PLAZA MAYOR.",08/04/2016,"726,00 €",1,91201,226990
2016.0000166,"HNAS. BORDONAU, C.B.",SUMINISTRO BANDEJAS ESPECIALES CON ESCUDO PARA ACTOS PROTOCOLARIOS.,20/04/2016,"605,00 €",1,91201,226011
2016.0000167,TEKNOMEDIA CB,DISCO MOVIL Y PROYECCION EN FIN DE AÑO 2015.,08/04/2016,"1.452,00 €",1,91201,226990
2016.0000168,PIROTECNIA TOMAS SL,05/01/16. MATERIAL PIROTECNICO CON MOTIVO DE LA CELEBRACIÓN DE LA CABALGATA DE REYES.,23/03/2016,"300,08 €",1,91201,226990
2016.0000169,ALQUILER TEXTIL CASTELLON SL,DEL 29/12/15 AL 02/01/16. MONTAJE CARPA CON MOTIVO FIESTA FIN DE AÑO PARC PANDEROLA.,08/04/2016,"3.587,65 €",1,91201,226990
2016.0000170,ALQUILER TEXTIL CASTELLON SL,SERVICIO DE CERTIFICACIÓN DE INSTALACIÓN CARPA DE FIESTA DE FIN DE AÑO CELEBRADO EN EL GRAO.,08/04/2016,"726,00 €",1,91201,226990
2016.0000226,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,09/01/16. CANASTILLAS DE FLORES PARA PRESENTACIÓN GAYATA Nº 4.,23/02/2016,"375,00 €",1,91201,226990
2016.0000227,IMAGENARTE ENMARCACIONES SL,18/01/16. ENMARCACIONES PARA PROTOCOLO.,23/02/2016,"57,98 €",1,91201,226990
2016.0000259,VALLS MIRALLES SLU,19/01/16. SUMINISTRO 1000 ROLLOS ANIS PARA CAMPAÑA FITUR.,23/02/2016,"290,40 €",1,91201,226990
2016.0000333,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,ENERO/16.  SERVICIO DE PROTOCOLO DEL AYUNTAMIENTO DE CASTELLON JGL 07-11-14 FORMALIZADO 10-11-14.,19/02/2016,"4.235,00 €",1,91201,226011
2016.0000436,"MESON NAVARRO, S.L.","22/01/16. COMIDA  ALCALDESA Y CONCEJAL GESTIÓN MUNICIPAL AYTO CS, Y ALCALDE,JEFA DE GABINETE Y ASESOR DEL AYTO DE GRANOLLERS",23/03/2016,"259,55 €",1,91201,226990
2016.0000464,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,ENERO/16. PRENSA PARA ALCALDÍA.,23/03/2016,"50,50 €",1,91201,22001
2016.0000496,"CISCAR VELEZ VILLALONGA,  SL",DEL 29/12/15 AL 02/01/16. SERVICIOS AUXILIARES CON MOTIVO DE LA FIESTA FIN DE AÑO EN EL GRAO.,08/04/2016,"591,99 €",1,91201,226990
2016.0000532,IMAGENARTE ENMARCACIONES SL,ENMARCACIÓN LAMINA PARA PROTOCOLO.,07/04/2016,"59,99 €",1,91201,226010
2016.0000534,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,23/01/16. CESTAS DE FLORES PARA PRESENTACIÓN GAIATA Nº 10.,04/04/2016,"375,00 €",1,91201,226990
2016.0000539,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,PULSERAS CON ESCUDO PARA REINAS FIESTAS MAGDALENA 2016.,04/04/2016,"2.541,00 €",1,91201,226990
2016.0000561,"MESON NAVARRO, S.L.","04/02/16. COMIDA JEFE GABINETE ALCALDÍA, DIRECTOR Y DIRECTOR COMERCIAL ""EL MUNDO""",17/03/2016,"90,00 €",1,91201,226990
2016.0000631,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,JUEGOS PENDIENTES Y PULSERAS PLATA DE LEY.,04/04/2016,"304,92 €",1,91201,226990
2016.0000633,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,MANTA Y PETO PARA CABALGADURA.,04/04/2016,"1.203,95 €",1,91201,226990
2016.0000684,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,11/02/16. ENCUADERNACIÓN LIBROS DISCURSO ALCALDESA A LAS REINAS DE LAS FIESTAS 2016.,04/04/2016,"145,20 €",1,91201,226990
2016.0000693,GRAFICAS LITOLEMA SL,IMPRESIÓN 500 FOLLETOS CON MOTIVO DE LA CONMEMORACIÓN DE LOS 300 AÑOS DEL PALAU MUNICIPAL.,04/04/2016,"794,97 €",1,91201,226990
2016.0000730,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,30/01/16. CANASTILLA DE FLORES PROCLAMACIÓN FALLER MAYOR VALENCIA.,04/04/2016,"187,00 €",1,91201,226990
2016.0000731,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,29/01/16. CANASTILLA FLORES PROCLAMACIÓN FALLERA MAYOR INFANTIL VALENCIA.,04/04/2016,"187,00 €",1,91201,226990
2016.0000876,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,FEBRERO/16. SERVICIO DE PROTOCOLO DEL AYUNTAMIENTO DE CASTELLON. JGL 07-11-14 FORMALIZADO 10-11-14.,23/03/2016,"4.235,00 €",1,91201,226011
2016.0001093,IMAGENARTE ENMARCACIONES SL,09/03/16. ENMARCACIÓN CARTEL PARA PROTOCOLO.,20/04/2016,"62,00 €",1,91201,226011
2016.0001097,INSTALACIONES TURISTICAS COSTERAS SA,"26/02/16. ALOJAMIENTO INVITADOS AUTORIDADES FIESTAS DE LA MAGDALENA (EMIDIO SOUSA, JOAO PAULO SILVA AIRES, JOAQUIM DA SILVA TAVARES)",19/05/2016,"400,00 €",1,91201,226990
2016.0001190,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,FEBRERO/16. PRENSA PARA ALCALDIA.,08/04/2016,"47,42 €",1,91201,22001
2016.0001227,MEDITERRANEO HOLIDAYS SL,24 Y 25/02/16. ALOJAMIENTO ALCALDESA Y JEFE GABINETE CON MOTIVO DE LA VISITA A FITUR A MADRID.,14/04/2016,"280,00 €",1,91201,226990
2016.0001229,"IMPRENTA ELCANO, S.L.","DEL 10 AL 23/02/16. FUNDAS PLASTIFICADAS, SEPARADORES Y SOBRES PARA SU USO EN LA TENENCIA ALCALDIA DEL GRAO.",19/05/2016,"69,01 €",3,92065,220001
2016.0001236,IMAGENARTE ENMARCACIONES SL,15/03/16. VITRINA ENMARCACIÓN CON VISAGRAS PARA PROTOCOLO.,20/04/2016,"70,00 €",1,91201,226011
2016.0001255,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,08/03/15. DECORACIÓN DE LA ERMITA DE LA MAGDALENA CON MOTIVO DE LA ROMERIA.,05/05/2016,"363,00 €",1,91201,226990
2016.0001277,"PIROTECNIA CATALANA,S.A.",28/02/16. MATERIAL PIROTECNICO PARA LA FESTIVIDAD DE SANT ANTONI DEL PORQUET EN EL GRAO.,02/06/2016,"900,00 €",4,33400,226090
2016.0001360,"VIVAS RAPALO, S.A.",05/03/16. COMIDA CON LAS REINAS DE LA PROVINCIA EN FIESTAS DE LA MAGDALENA.,05/05/2016,"2.706,00 €",1,91201,226990
2016.0001365,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,MARZO/16. SERVICIO DE PROTOCOLO DEL AYUNTAMIENTO DE CASTELLON. JGL 07-11-14 FORMALIZADO 10-11-14.,22/04/2016,"4.235,00 €",1,91201,226011
2016.0001368,"MESON NAVARRO, S.L.","26/02/16. COMIDA ALCALDESA, JEFE DE GABINETE Y JEFE DE PROTOCOLO",05/05/2016,"54,35 €",1,91201,226990
2016.0001386,RESTAURANTE MOLIMAR SL,"ALMUERZO EN SANT ROC DE CANET 2016 (CORPORACIÓN MUNICIPAL, AUTORIDADES AUTONÓMICAS Y PROVINCIALES, GAIATAS, CLERO Y DELEGACIÓN DE FIESTAS)",19/05/2016,"5.390,00 €",1,91201,226990
2016.0001583,"IMPRENTA ELCANO, S.L.",11/03/16. MATERIAL DE PAPELERIA PARA SU USO EN LA TENENCIA ALCALDÍA DEL GRAO.,05/05/2016,"41,60 €",3,92065,220001
2016.0001597,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,MARZO/16. PRENSA PARA ALCALDIA.,19/05/2016,"51,02 €",1,91201,22001
2016.0001717,"MESON NAVARRO, S.L.","11/04/16. COMIDA ALCALDESA, JEFE DE PRENSA, DIRECTOR DE EL MUNDO Y DIRECTOR COMERCIAL DE EL MUNDO",19/05/2016,"133,60 €",1,91201,226990
2016.0001781,"VIAJES TRANSVIA TOURS, S.L.",DEL 18 AL 20/04/16. BILLETE DE AVIÓN Y ALOJAMIENTO DE JOSE LUIS IBAÑEZ A BILBAO CON MOTIVO DE LA 10ª JORNADA DE TRABAJO DE LA RED EUROPEA DE CIUDADES  INTERCULTURALES. 1ª OPERACIÓN CONTABLE S/BASE 6 DEL PRESUPUESTO.,26/05/2016,"450,31 €",5,23100,226999
2016.0001795,"MESON NAVARRO, S.L.",20/04/16. COMIDA ALCALDESA Y JEFE GABINETE CON ALCALDE Y JEFE GABINETE DE GRANOLLERS,26/05/2016,"166,90 €",1,91201,226990
2016.0001851,INSTALACIONES TURISTICAS COSTERAS SA,05/02/16. COMIDA REINA FIESTAS.,26/05/2016,"1.530,00 €",1,91201,226990
2016.0001852,FEDERACION ESPAÑOLA MUNICIPIOS Y PROVINCIAS,2016. CUOTA ANUAL RED ESPAÑOLA CIUDADES POR EL CLIMA,06/06/2016,"300,00 €",5,17000,48900
2016.0001996,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,ABRIL 16. CONTRATO DEL SERVICIO DE PROTOCOLO DEL AYUNTAMIENTO DE CASTELLON. JGL 07-11-14 FORMALIZADO 10-11-14.,27/05/2016,"4.235,00 €",1,91201,226011
2016.0002015,JOYERIA CARREDA CB,JUEGOS DE PENDIENTES PARA DAMAS DE LA CIUDAD.,15/06/2016,"550,37 €",1,91201,226010
2016.0002063,"HNAS. BORDONAU, C.B.",04/05/16. SUMINISTRO BANDEJAS Y BOMBONERAS PARA REGALOS PROTOCOLARIOS.,05/07/2016,"1.113,20 €",1,91201,226010
2016.0002177,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,06/04/16. SUMINISTRO FLORES PARA CENTENARIA.,05/07/2016,"30,00 €",1,91201,226010
