#Ej.,Económ.,Descripción,Previsiones iniciales,Previsiones modificadas,Previsiones definitivas,Derechos reconocidos
2018.0,420100.0,FONDO COMPLEMENTARIO FINANCIACION,30223775.28,0.0,30223775.28,2559786.95
2018.0,42011.0,FONDO COMPLEMENTARIO DE FINANCIAC.2008,0.0,0.0,0.0,-7265.44
2018.0,42012.0,FONDO COMPLEMENTARIO DE FINANCIAC.2009,0.0,0.0,0.0,-29875.35
2018.0,420901.0,T.CTES.ESTADO TRANSPORTE URBANO,278339.56,0.0,278339.56,0.0
2018.0,420902.0,T.CTES ESTADO JAC,10203.57,0.0,10203.57,0.0
2018.0,420903.0,T.CTES.ESTADO DROGODEPENDENCIAS (Mº SANIDAD),36019.0,0.0,36019.0,0.0
2018.0,421000.0,T.CTES.ESTADO ( SPEE),112000.0,0.0,112000.0,0.0
2018.0,421900.0,T.CTES. ESTADO DEL INE,1885.56,0.0,1885.56,0.0
2018.0,44101.0,SUBV.RECIPLASA REC.SELECT.ORGANICA,107327.32,0.0,107327.32,0.0
2018.0,45000.0,FONDO G.V.COOPERACION MUNICIPAL,601000.0,0.0,601000.0,0.0
2018.0,4500201.0,T.CTES.G.V.RED AGENTES IGUALDAD,25000.0,0.0,25000.0,9347.64
2018.0,450021.0,T.CTES.G.V.DROGODEPENDENCIAS,85000.0,0.0,85000.0,0.0
2018.0,450023.0,T.CTES.G.V.AGOGIMIENTO FAMILIAR,289080.0,0.0,289080.0,0.0
2018.0,450024.0,T.CTES.G.V.SEAFI,78550.0,0.0,78550.0,0.0
2018.0,450025.0,T.CTES.G.V.SERV.SOCIALES GRALES.,1274690.0,0.0,1274690.0,0.0
2018.0,4500251.0,T.CTES.G.V.POBREZA ENERGETICA,5000.0,0.0,5000.0,0.0
2018.0,450026.0,T.CTES.G.V.INTEGRAC.PUEBLO GITANO,18000.0,0.0,18000.0,0.0
2018.0,450027.0,T.CTES.G.V.AULAS TERCERA EDAD,8394.0,0.0,8394.0,0.0
2018.0,450028.0,T.CTES.G.V.FTO.OFICINAS AMICS,40400.0,0.0,40400.0,0.0
2018.0,450029.0,T.CTES.G.V.NECES.MENOR VERANO ( T.ESPLAI-VEN AL PINAR),38017.43,0.0,38017.43,0.0
2018.0,450301.0,T.CTES.V.ESCUELA INF.LOS DUENDES,21080.0,0.0,21080.0,0.0
2018.0,450302.0,T.CTES.G.V.PROMOCION VALENCIANO,1798.5,0.0,1798.5,0.0
2018.0,450501.0,T.CTES.SERVEF(ECORJV 2016/165/12),15000.0,0.0,15000.0,0.0
2018.0,450502.0,T.CTES.SERVEF(EMCORP 2016/224/12),7500.0,0.0,7500.0,0.0
2018.0,450504.0,T.CTES.SERVEF(EMCOLD 2016/103/12),24631.25,0.0,24631.25,0.0
2018.0,450505.0,T.CTES.T.EMPLEO C.SOLIDARIDAD VII B,556390.8,0.0,556390.8,0.0
2018.0,450506.0,T.CTES.T.EMPLEO C.SOLIDARIDAD VII A,370927.2,0.0,370927.2,0.0
2018.0,450601.0,T.CTES.G.V.COMERCIO Y ARTESANIA (AFIC),7000.0,0.0,7000.0,0.0
2018.0,450602.0,T.CTES.G.V.FONDOS BIBLIOGRAFICOS,8558.56,0.0,8558.56,0.0
2018.0,450801.0,"T. CTES.G.V.OMIC,JAC,CENTRO REC.CONSUMO",19203.5,0.0,19203.5,0.0
2018.0,453010.0,T.CTES.EPSAR COMPENS.COSTES BOMBEOS,300000.0,0.0,300000.0,24860.26
2018.0,453020.0,T.CTES.EPSAR ( EXPL.EDAR BOMBEOS Y COL.G,3157500.0,0.0,3157500.0,0.0
2018.0,461000.0,DIP. CONVENIO SEGURIDAD,133445.0,0.0,133445.0,0.0
2018.0,470000.0,T.CTES.EMPRESAS PRIVADAS,2500.0,0.0,2500.0,388.9
2018.0,480000.0,T.CTES.FAMILIAS E INST.SIN FINES LUCRO,5000.0,0.0,5000.0,0.0
2018.0,52000.0,INTERESES DEPOSITOS,75000.0,0.0,75000.0,6035.4
2018.0,53410.0,DIVIDENDO PART.BENEF.EMPRESARIAL,1000.0,0.0,1000.0,0.0
2018.0,54100.0,ARRENDAMIENTOS FINCAS URBANAS,10000.0,0.0,10000.0,60.1
2018.0,54900.0,TRASPASO LOCALES DE NEGOCIO,15000.0,0.0,15000.0,0.0
2018.0,55000.0,CONCESIONES ADMINISTRATIVAS,1300000.0,0.0,1300000.0,0.0
2018.0,83001.0,REINTEGRO DE ANTICIPOS PERSONAL,175000.0,0.0,175000.0,11098.48
#TOTAL,,,164753236.98,0.0,164753236.98,3295476.79
