#,_unnamed,_unnamed_2,EJECUCION DE GASTOS  EJERCICIO 2016 A 31-03-16,_unnamed_3,_unnamed_4,_unnamed_5,_unnamed_6
#,,,,,,,
#ORG.,PROG.,ECON.,DESCRIPCIÓN,CREDITOS INICIALES,MODIFICACI.,CREDITOS DEFINITIVOS,OBLICACIONES RECONOCIDAS
5.0,13001.0,12100.0,UNID.DIR.SEG. Y SERV.- COMPLEMENTO DE DESTINO,59408.79,,59408.79,12764.0
5.0,13001.0,12101.0,UNID.DIR.SEG. Y SERV.- COMPLEMENTO ESPECÍFICO,146896.06,,146896.06,31402.97
5.0,13001.0,12103.0,UNID.DIR.SEG. Y SERV.- IT.COMPLEM.,100.0,,100.0,0.65
5.0,13001.0,12104.0,UNID.DIR.SEG. Y SERV.- 49.73% EXTRA 2012,10809.66,,10809.66,5404.84
5.0,13001.0,15000.0,UNID.DIR.SEG. Y SERV.- PRODUCTIVIDADES,9395.42,,9395.42,2973.33
5.0,13001.0,15100.0,UNID.DIR.SEG. Y SERV.- GRATIFICACIONES,10677.18,,10677.18,82.8
5.0,13001.0,16000.0,UNID.DIR.SEG. Y SERV.- SEGURIDAD SOCIAL,103992.33,,103992.33,23211.58
5.0,13200.0,12000.0,POLICIA LOCAL.- SUELDOS DEL GRUPO A1,44472.27,,44472.27,10081.35
5.0,13200.0,12001.0,POLICIA LOCAL.- SUELDOS DEL GRUPO A2,221605.03,,221605.03,46817.48
5.0,13200.0,12003.0,POLICIA LOCAL.- SUELDOS DEL GRUPO C1,2605743.09,,2605743.09,535810.06
5.0,13200.0,12006.0,POLICIA LOCAL.- TRIENIOS,495338.73,,495338.73,133133.99
5.0,13200.0,12009.0,POLICIA LOCAL.- I.T. BASICAS,100.0,,100.0,28351.64
5.0,13200.0,12100.0,POLICIA LOCAL.- COMPLEMENTO DE DESTINO,1806754.34,,1806754.34,365174.24
5.0,13200.0,12101.0,POLICIA LOCAL.- COMPLEMENTO ESPECÍFICO,4117946.72,,4117946.72,871289.24
5.0,13200.0,12103.0,POLICIA LOCAL.- I.T. COMPLEMENTARIAS,100.0,,100.0,28.44
5.0,13200.0,12104.0,POLICIA LOCAL.- 49.73% EXTRA 2012,312211.69,,312211.69,155585.08
5.0,13200.0,15000.0,POLICIA LOCAL.- PRODUCTIVIDADES,421809.73,,421809.73,103578.58
5.0,13200.0,15100.0,POLICIA LOCAL.- GRATIFICACIONES,157238.9,,157238.9,16260.0
5.0,13200.0,16000.0,POLICIA LOCAL.- SEGURIDAD SOCIAL,2783003.86,,2783003.86,643804.38
5.0,13200.0,16200.0,POLICIA LOCAL.- FORMACIÓN EXTERNA (ESPAC 5.3),3000.0,,3000.0,80.0
5.0,13200.0,16205.0,POLICIA LOCAL.- SEGUROS,9362.0,,9362.0,
5.0,13200.0,21300.0,UNID.APOYO.- MANTENIMIENTO DE EMISORAS,21780.0,,21780.0,12326.71
5.0,13200.0,21302.0,UNID.APOYO.- MANTENIMIENTO INSTALACIONES ESPAC,2400.0,,2400.0,
5.0,13200.0,21400.0,UNID.APOYO.- MANTENIMIENTO VEHICULOS PARQUE INFANT,800.0,,800.0,
5.0,13200.0,21610.0,UNID.APOYO.- MANTENIMIENTO SOFTWARE,3000.0,,3000.0,
5.0,13200.0,220000.0,UNID.APOYO.- MATERIAL IMPRENTA PARQUE INFANTIL (ESPAC 5.10),800.0,,800.0,287.98
5.0,13200.0,220001.0,UNID.APOYO.- MATERIAL OFICINA ESPAC,2000.0,,2000.0,
5.0,13200.0,22001.0,UNID.APOYO.- LIBROS (ESPAC 5.6),500.0,,500.0,
5.0,13200.0,221990.0,UNID.APOYO.- SUMINISTROS ESPAC (5.8),800.0,,800.0,
5.0,13200.0,221991.0,UNID.APOYO.- SUMINISTROS PARQUE INFANTIL (ESPAC 5),700.0,,700.0,
5.0,13200.0,22400.0,UNID.APOYO.- SEGURO PARQUE INFANTIL (ESPAC 5.10),1450.0,,1450.0,
5.0,13200.0,226011.0,UNID.APOYO.- PROTOCOLO PARQUE INFAN. (ESPAC 5.10),1000.0,,1000.0,
5.0,13200.0,226020.0,UNID.APOYO.- MARKETING ESPAC (5.9),2000.0,,2000.0,
5.0,13200.0,226021.0,UNID.APOYO.- MATERIAL PUBLICITARIO PARQUE INFANTIL (ESPAC 5.10),400.0,,400.0,
5.0,13200.0,22606.0,UNID.APOYO.- FORMACIÓN CONTÍNUA (ESPAC 5.3),28000.0,,28000.0,2510.0
5.0,13200.0,227990.0,UNID.APOYO.- TRABAJOS DIVERSOS PQ INFANTIL (ESPAC 5.10),7000.0,,7000.0,
5.0,13200.0,48100.0,PREMIOS CONCURSO ESCOLAR EDUCACION VIAL,600.0,,600.0,
5.0,13200.0,48900.0,CONVENIO  UJI(CATEDRA PREVENCION DELITO),17000.0,,17000.0,
5.0,13201.0,12000.0,GRUPO FORM. ESPAC.- SUELDOS GRUPO A1,14824.09,,14824.09,3360.45
5.0,13201.0,12001.0,GRUPO FORM. ESPAC.- SUELDOS GRUPO A2,39106.77,,39106.77,8717.13
5.0,13201.0,12006.0,GRUPO FORM. ESPAC.- TRIENIOS,21982.5,,21982.5,6191.33
5.0,13201.0,12009.0,GRUPO FORM. ESPAC.- I.T.BASICAS,100.0,,100.0,
5.0,13201.0,12100.0,GRUPO FORM. ESPAC.-COMPLEMENTO DESTINO,26894.57,,26894.57,5763.15
5.0,13201.0,12101.0,GRUPO FORM. ESPAC.- COMPLEM.ESPECIFICO,83834.27,,83834.27,17964.45
5.0,13201.0,12103.0,GRUPO FORM. ESPAC.- I.T.COMPLEMENT.,100.0,,100.0,
5.0,13201.0,12104.0,GRUPO FORM. ESPAC.- 49.73% EXTRA 2012,9410.31,,9410.31,2902.67
5.0,13201.0,15000.0,GRUPO FORM. ESPAC.- PRODUCTIVIDAD,100.0,,100.0,96.34
5.0,13201.0,15100.0,GRUPO FORM. ESPAC.- GRATIFICACIONES,100.0,,100.0,
5.0,13201.0,16000.0,GRUPO FORM. ESPAC.- SEG.SOCIAL,75071.67,,75071.67,12807.17
5.0,13210.0,221040.0,P.JUDICIAL .- VESTUARIO (1.1),7500.0,,7500.0,
5.0,13220.0,221991.0,SEG.CIUD.- MATERIAL TÉCNICO U.C.E. y G.I.P (2.2),8000.0,,8000.0,
5.0,13230.0,20400.0,LOGIST.- RENTING VEHICULOS (3.1),407235.0,,407235.0,67872.64
5.0,13230.0,21300.0,LOGIST.- MANTENIMIENTO LOGÍSTICA (3.1),1450.0,,1450.0,
5.0,13230.0,21400.0,LOGIST.- MANTENIMIENTO PARQUE MÓVIL (3.1),41056.09,,41056.09,
5.0,13230.0,21610.0,LOGIST.- MANTENIMIENTO SOFTWARE,3000.0,,3000.0,
5.0,13230.0,22000.0,LOGIST.- MATERIAL  DE OFICINA (3.1),5000.0,,5000.0,5062.64
5.0,13230.0,22103.0,LOGIST.- SUMINISTRO DE COMBUSTIBLES AUTOMOCIÓN,142350.0,,142350.0,14411.52
5.0,13230.0,221041.0,LOGIST.- VESTUARIO (4.2),132600.0,,132600.0,
5.0,13230.0,221990.0,LOGIST.- OTROS SUMINISTROS (3.1),29500.0,,29500.0,12605.99
5.0,13230.0,221991.0,LOGIST.- SUMINISTRO TIRO (2.3),10000.0,,10000.0,
5.0,13230.0,22201.0,LOGIST.- COMUNICACIONES POSTALES (3.1),500.0,,500.0,70.76
5.0,13230.0,22300.0,LOGIST.- TRANSPORTES (3.1),1500.0,,1500.0,
5.0,13230.0,22400.0,LOGIST.- SEGURO DE VEHÍCULOS,16741.67,,16741.67,
5.0,13230.0,22601.0,LOGIST.- ATENCIONES PROTOCOLARIAS (3.1),1500.0,,1500.0,
5.0,13240.0,20400.0,DISTRITO.- ARRENDAMIENTO MOTICICLETAS (1.7),35949.6,,35949.6,5991.6
5.0,13240.0,20601.0,DISTRITO.- SISTEMA INTEGRAL GESTIÓN EMERGENCIAS,202660.0,,202660.0,
5.0,13240.0,21300.0,DISTRITO.- MANTENIMIENTO INTEGRAL POLICÍA PLAYA,3000.0,,3000.0,
5.0,13240.0,21400.0,DISTRITO.- REPARACIÓN BICICLETAS UPC (4.1),3000.0,,3000.0,
5.0,13250.0,12005.0,AGRUP.TRAFICO.- SUELDOS GRUPO E,348991.46,,348991.46,63454.04
5.0,13250.0,12006.0,AGRUP.TRAFICO.- TRIENIOS,3286.6,,3286.6,2650.71
5.0,13250.0,12009.0,AGRUP.TRAFICO.- I.T.BASICAS,100.0,,100.0,1152.93
5.0,13250.0,12100.0,AGRUP.TRAFICO.- COMP.DESTINO,202247.96,,202247.96,35284.45
5.0,13250.0,12101.0,AGRUP.TRAFICO.- COMPL.ESPECIFICO,418059.71,,418059.71,102034.51
5.0,13250.0,12103.0,AGRUP.TRAFICO.- I.T. COMPLEMENT.,100.0,,100.0,13.97
5.0,13250.0,12104.0,AGRUP.TRAFICO.- 49.73% EXTRA 2012,32712.34,,32712.34,17373.25
5.0,13250.0,15000.0,AGRUP.TRAFICO.- PRODUCTIVIDAD,78787.74,,78787.74,23818.53
5.0,13250.0,15100.0,AGRUP.TRAFICO.- GRATIFICACIONES,17129.02,,17129.02,310.5
5.0,13250.0,16000.0,AGRUP.TRAFICO.- SEG.SOCIAL,344405.99,,344405.99,90763.28
5.0,13250.0,16205.0,AGRUP.TRAFICO.- SEGUROS,1600.0,,1600.0,
5.0,13250.0,20400.0,AGRUP.TRÁFICO.- RENTING FURGÓN ATESTADOS (4.1),6100.0,,6100.0,3483.78
5.0,13250.0,20401.0,AGRUP.TRÁFICO.- FURGÓN ATESTADOS II (4.1),27803.0,,27803.0,4633.7
5.0,13250.0,20403.0,AGRUP.TRÁFICO.- RENTING 5 MOTOCICLETAS (3.1),38263.0,,38263.0,9565.8
5.0,13250.0,20404.0,AGRUP.TRÁFICO.- RENTING 8 MOTOCICLETAS (3.1),68112.0,,68112.0,11352.06
5.0,13250.0,21300.0,AGRUP.TRÁFICO.- MANTENIM. ETILÓMETROS Y OTROS(4.1),7500.0,,7500.0,332.99
5.0,13250.0,21301.0,AGRUP.TRÁFICO.- MANTENIMIENTO EMISORAS AMUS,3500.0,,3500.0,
5.0,13250.0,21400.0,AGRUP.TRÁFICO.- MANTENIMIENTO VEHÍCULOS AMUS,6000.0,,6000.0,
5.0,13250.0,21610.0,AGRUP.TRÁFICO.- MANTENIMIENTO MODULOS TRAFICO (1.1),40000.0,,40000.0,
5.0,13250.0,22000.0,AGRUP.TRÁFICO.- MANTERIAL OFICINA AMUS,3000.0,,3000.0,3706.58
5.0,13250.0,22001.0,AGRUP.TRÁFICO.- LIBROS AMUS,600.0,,600.0,
5.0,13250.0,22104.0,AGRUP.TRÁFICO.- VESTUARIO AMUS,10000.0,,10000.0,
5.0,13250.0,22199.0,AGRUP.TRÁFICO.- SUMINISTROS AMUS,1200.0,,1200.0,2205.89
5.0,13250.0,22601.0,AGRUP.TRÁFICO.- MANTERIAL DE PROTOCOLO AMUS,600.0,,600.0,
5.0,13250.0,227990.0,AGRUP.TRÁFICO.- TRABAJOS PARA ATESTADOS (4.1),12000.0,,12000.0,605.0
5.0,13300.0,12001.0,TRAFICO.- SUELDOS GRUPO A2,13035.59,,13035.59,2905.71
5.0,13300.0,12004.0,TRÁFICO.- SUELDOS DEL GRUPO C2,8462.37,,8462.37,1835.08
5.0,13300.0,12006.0,TRÁFICO.- TRIENIOS,10000.0,,10000.0,951.36
5.0,13300.0,12009.0,TRÁFICO.- I.T.BASICAS,100.0,,100.0,
5.0,13300.0,12100.0,TRÁFICO.- COMPLEMENTO DE DESTINO,12791.47,,12791.47,2753.78
5.0,13300.0,12101.0,TRÁFICO.- COMPLEMENTO ESPECÍFICO,26667.98,,26667.98,5687.14
5.0,13300.0,12103.0,TRÁFICO.- I.T.COMPLEMENTARIAS,100.0,,100.0,
5.0,13300.0,12104.0,TRAFICO.- 49.73% EXTRA 2012,4173.75,,4173.75,1069.75
5.0,13300.0,15000.0,TRÁFICO.- GASTOS DE PERSONAL PRODUCTIVIDAD,100.0,,100.0,
5.0,13300.0,15100.0,TRÁFICO.- GRATIFICACIONES,100.0,,100.0,276.0
5.0,13300.0,16000.0,TRÁFICO.- SEGURIDAD SOCIAL,40172.53,,40172.53,6018.93
5.0,13300.0,227990.0,TRÁFICO.- RETIRADA DE VEHÍCULOS (1.4),73843.27,,73843.27,4615.85
5.0,13300.0,227991.0,TRÁFICO.- INSTALACIONES SEMAFÓRICAS (1.1),1183455.4,,1183455.4,66473.38
5.0,13300.0,227993.0,TRÁFICO.- SUMINISTRO DE VALLAS Y SEÑALIZACIÓN PORTATIL (1.3),62424.0,,62424.0,3945.34
5.0,13300.0,227994.0,TRÁFICO.- SEÑALIZACIÓN HORIZONTAL (1.1),182829.83,,182829.83,18779.98
5.0,13300.0,227995.0,TRÁFICO.- SEÑALIZACIÓN VERTICAL Y BALIZAMIENTO (1.1),477114.1,,477114.1,87105.72
5.0,13300.0,60900.0,SEÑALIZACIÓN INFORMATIVA,30000.0,,30000.0,
5.0,13400.0,12000.0,SECC.MOVILIDAD URBANA.- SUELDOS DEL GRUPO A1,14824.09,,14824.09,3360.45
5.0,13400.0,12001.0,SECC.MOVILIDAD URBANA.- SUELDOS GRUPO A2,13035.59,,13035.59,2434.89
5.0,13400.0,12004.0,SECC.MOVILIDAD URBANA.- SUELDOS DEL GRUPO C2,8462.37,,8462.37,1549.81
5.0,13400.0,12006.0,SECC.MOVILIDAD URBANA.- TRIENIOS,9327.2,,9327.2,661.2
5.0,13400.0,12009.0,SECC.MOVILIDAD URBANA.- I.T.BASICAS,100.0,,100.0,363.28
5.0,13400.0,12100.0,SECC.MOVILIDAD URBANA.- COMPLEMENTO DE DESTINO,20042.18,,20042.18,3903.7
5.0,13400.0,12101.0,SECC.MOVILIDAD URBANA.- COMPLEMENTO ESPECÍFICO,56425.3,,56425.3,11758.21
5.0,13400.0,12103.0,SECC.MOVILIDAD URBANA.- I.T.COMPLEMENTARIAS,100.0,,100.0,1.22
5.0,13400.0,12104.0,SECC.MOVILIDAD URBANA.- 49.73% EXTRA 2012,3553.57,,3553.57,1872.81
5.0,13400.0,15000.0,SECC.MOVILIDAD URBANA.- PRODUCTIVIDAD,713.96,,713.96,
5.0,13400.0,15100.0,SECC.MOVILIDAD URBANA.- GRATIFICACIONES,5704.41,,5704.41,103.5
5.0,13400.0,16000.0,SECC.MOVILIDAD URBANA.- SEGURIDAD SOCIAL,30540.43,,30540.43,8037.82
5.0,13400.0,61900.0,PLAN SEGURIDAD VIAL,40000.0,,40000.0,
5.0,13400.0,61901.0,ACTUACIONES PLAN MOVILIDAD URBANA SOSTENIBLE,30000.0,,30000.0,
5.0,13400.0,6190116.0,ACTUACIONES PLAN MOVILIDAD URBANA SOSTENIBLE,,16103.45,16103.45,
5.0,13500.0,21300.0,PROT.CIVIL.- MANTENIMIENTO RED DE RADIO (3.7),1000.0,,1000.0,
5.0,13500.0,22104.0,PROT.CIVIL.- VESTUARIO VOLUNTARIOS (3.5),10000.0,,10000.0,
5.0,13500.0,22105.0,PROT.CIVIL.- ALIMEN SERVICIO LARGA DURACIÓN (3.4,3000.0,,3000.0,
5.0,13500.0,22199.0,PROT.CIVIL.- SUMINISTROS (3.6),1000.0,,1000.0,
5.0,13500.0,22400.0,PROT.CIVIL.- SEGURO ACCIDENTES VOLUNTARIOS,2500.0,,2500.0,
5.0,13500.0,22602.0,PROT.CIVIL.- INFORMACION PLANES EMERGENCIA,3000.0,,3000.0,
5.0,13500.0,226990.0,PROT.CIVIL.- ALBERGUE Y AVITUALLAM EMERGENCIAS,3000.0,,3000.0,
5.0,13500.0,22799.0,PROT.CIVIL.- SERV.PREV.COBERT SANITARIA ACT.PUBL (4.1),30000.0,,30000.0,
5.0,13500.0,62400.0,VEHÍCULO PROTECCIÓN CIVIL,30000.0,,30000.0,
5.0,13600.0,12001.0,EXTIN. INCENDIOS.- SUELDOS DEL GRUPO A2,52142.36,,52142.36,5811.42
5.0,13600.0,12002.0,EXTIN. INCENDIOS.- SUELDOS DEL GRUPO B,216920.72,,216920.72,6828.85
5.0,13600.0,12003.0,EXTIN. INCENDIOS.- SUELDOS DEL GRUPO C1,878564.72,,878564.72,207293.05
5.0,13600.0,12006.0,EXTIN. INCENDIOS.- TRIENIOS,112950.28,,112950.28,30848.27
5.0,13600.0,12009.0,EXTIN. INCENDIOS.- I.T.BASICAS,100.0,,100.0,15662.86
5.0,13600.0,12100.0,EXTIN. INCENDIOS.- COMPLEMENTO DE DESTINO,715360.13,,715360.13,136363.02
5.0,13600.0,12101.0,EXTIN. INCENDIOS.- COMPLEMENTO ESPECÍFICO,1631839.43,,1631839.43,316015.86
5.0,13600.0,12103.0,EXTIN. INCENDIOS.- I.T.COMPLEMENT.,100.0,,100.0,9.63
5.0,13600.0,12104.0,EXTIN.INCENDIOS.- 49.73% EXTRA 2012,110815.9,,110815.9,53116.31
5.0,13600.0,15000.0,EXTIN. INCENDIOS.- PRODUCTIVIDADES,188954.81,,188954.81,101951.59
5.0,13600.0,15100.0,EXTIN. INCENDIOS.- GRATIFICACIONES,39595.78,,39595.78,18126.6
5.0,13600.0,16000.0,EXTIN. INCENDIOS.- SEGURIDAD SOCIAL,1001031.86,,1001031.86,219130.51
5.0,13600.0,16205.0,EXTIN. INCENDIOS.- SEGUROS,3325.0,,3325.0,
5.0,13600.0,20300.0,EXTIN. INCENDIOS.- ARRENDAMIENTO MAQUINARIA PESADA,2000.0,,2000.0,
5.0,13600.0,20400.0,EXTIN. INCENDIOS.- RENTING VEHICULO FSV (2.2),56612.04,,56612.04,9435.34
5.0,13600.0,20401.0,EXTIN. INCENDIOS.- RENTING VEHICULO MANDO MO (2.2),7500.0,,7500.0,2185.08
5.0,13600.0,20402.0,EXTIN. INCENDIOS.- RENTING VEHICULO BRP  (2.2),51933.72,,51933.72,8655.62
5.0,13600.0,20403.0,EXTIN. INCENDIOS.- RENTING VEHICULO BUL  (2.2),37827.84,,37827.84,6304.64
5.0,13600.0,20404.0,EXTIN. INCENDIOS.- NUEVO RENTING VEHICULO,18000.0,,18000.0,
5.0,13600.0,20500.0,EXTIN. INCENDIOS.- ARRENDAMIENTO MOBILIARIO (2.3),500.0,,500.0,
5.0,13600.0,21200.0,EXTIN. INCENDIOS.- ADECUACIÓN EDIFICIOS,12000.0,,12000.0,
5.0,13600.0,21201.0,EXTIN. INCENDIOS.- MANTENIMIENTO RETÉN GRAO,9400.0,,9400.0,139.45
5.0,13600.0,21301.0,EXTIN. INCENDIOS.- MANTENIM. MAQUINARIA Y HERRAM.,18900.0,,18900.0,2925.99
5.0,13600.0,21400.0,EXTIN. INCENDIOS.- MANTENIMIENTO VEHÍCULOS (2.3),55300.0,,55300.0,3235.61
5.0,13600.0,22102.0,EXTIN. INCENDIOS.- SUMINIST. BUTANO (2.3),1200.0,,1200.0,
5.0,13600.0,22103.0,EXTIN. INCENDIOS.- SUMINIST. COMBUSTIBLE AUTOMOCIÓN,35587.5,,35587.5,2953.0
5.0,13600.0,221040.0,EXTIN. INCENDIOS.- VESTUARIO (2.6),140000.0,,140000.0,
5.0,13600.0,221041.0,EXTIN. INCENDIOS.- VESTUARIO OTROS (2.3),73700.0,,73700.0,
5.0,13600.0,221050.0,EXTIN. INCENDIOS.- AVITUALLAM EN EMERGENCIAS (2.3),2000.0,,2000.0,
5.0,13600.0,221991.0,EXTIN. INCENDIOS.- SUMINIST. MATERIALES (2.3),1150.0,,1150.0,34.22
5.0,13600.0,221992.0,EXTIN. INCENDIOS.- SUMINIST. ACTUAC EMERGENCIA (2.7),9700.0,,9700.0,
5.0,13600.0,22400.0,EXTIN. INCENDIOS.- SEGURO DE VEHÍCULOS,18415.88,,18415.88,
5.0,13600.0,226990.0,EXTIN. INCENDIOS.- GASTOS DIVERSOS,100.0,,100.0,351.46
5.0,13600.0,62400.0,VEHÍCULO EXTINC. INCENDIOS,20000.0,,20000.0,
5.0,13600.0,62401.0,FURGONETA EXTINC. INCENDIOS,35000.0,,35000.0,
5.0,13600.0,62402.0,CABINA CONTRA INCENDIOS EXTINC. INCENDIOS,220000.0,,220000.0,
5.0,13600.0,63300.0,REPOSICIÓN MATERIAL TÉCNICO EXTINC. INCENDIOS,7500.0,,7500.0,
5.0,13601.0,12000.0,ASIST.SANIT.BOMBEROS.- SUELDOS GRUPO A1,14824.09,,14824.09,3360.45
5.0,13601.0,12001.0,ASIST.SANIT.BOMBEROS.- SUELDOS GRUPO A2,26071.18,,26071.18,2905.71
5.0,13601.0,12004.0,ASIST.SANIT.BOMBEROS.- SUELDOS GRUPO C2,25387.11,,25387.11,6657.75
5.0,13601.0,12006.0,ASIST.SANIT.BOMBEROS.- TRIENIOS,21982.5,,21982.5,4126.25
5.0,13601.0,12009.0,ASIST.SANIT.BOMBEROS.- I.T.BASICAS,100.0,,100.0,8899.78
5.0,13601.0,12100.0,ASIST.SANIT.BOMBEROS.- COM.DESTINO,36907.95,,36907.95,7374.08
5.0,13601.0,12101.0,ASIST.SANIT.BOMBEROS.- COMP.ESPECIFICO,90794.35,,90794.35,17619.86
5.0,13601.0,12103.0,ASIST.SANIT.BOMBEROS.- I.T.COMPLEM.,100.0,,100.0,1.65
5.0,13601.0,12104.0,ASIST.SANIT.BOMBEROS.- 49.73% EXTRA 2012,9410.31,,9410.31,5542.87
5.0,13601.0,15000.0,ASIST.SANIT.BOMBEROS.- PRODUCTIVIDAD,100.0,,100.0,836.1
5.0,13601.0,15100.0,ASIST.SANIT.BOMBEROS.-GRATIFICACIONES,100.0,,100.0,
5.0,13601.0,16000.0,ASIST.SANIT.BOMBEROS.- SEG.SOCIAL,89748.78,,89748.78,16007.12
5.0,15000.0,12000.0,COOR. AREA SERVICIOS.- SUELDOS DEL GRUPO A1,14824.09,,14824.09,3360.45
5.0,15000.0,12004.0,DIR. URBANISMO.- SUELDOS DEL GRUPO C2,,,,605.25
5.0,15000.0,12006.0,COOR. AREA SERVICIOS.- TRIENIOS,3000.0,,3000.0,1359.36
5.0,15000.0,12009.0,COOR. AREA SERVICIOS.- I.T.BASICAS,100.0,,100.0,
5.0,15000.0,12100.0,COOR. AREA SERVICIOS.- COMPLEMENTO DE DESTINO,11770.14,,11770.14,3718.41
5.0,15000.0,12101.0,COOR. AREA SERVICIOS.- COMPLEMENTO ESPECÍFICO,37380.36,,37380.36,10026.18
5.0,15000.0,12103.0,COOR. AREA SERVICIOS.- I.T.COMPLEM.,100.0,,100.0,
