#Ej.,Económ.,Descripción,Previsiones iniciales,Previsiones modificadas,Previsiones definitivas,Derechos reconocidos
2017.0,4500201.0,T.CTES.G.V.RED AGENTES IGUALDAD,25000.0,,25000.0,
2017.0,450021.0,T.CTES.G.V.DROGODEPENDENCIAS,85000.0,,85000.0,
2017.0,450023.0,T.CTES.G.V.AGOGIMIENTO FAMILIAR,289080.0,,289080.0,
2017.0,450024.0,T.CTES.G.V.SEAFI,78550.0,,78550.0,
2017.0,450025.0,T.CTES.G.V.SERV.SOCIALES GRALES.,1274690.0,,1274690.0,
2017.0,4500251.0,T.CTES.G.V.POBREZA ENERGETICA,5000.0,,5000.0,
2017.0,450026.0,T.CTES.G.V.INTEGRAC.PUEBLO GITANO,18000.0,,18000.0,
2017.0,450027.0,T.CTES.G.V.AULAS TERCERA EDAD,8394.0,,8394.0,
2017.0,450028.0,T.CTES.G.V.FTO.OFICINAS AMICS,40400.0,,40400.0,
2017.0,450029.0,T.CTES.G.V.NECES.MENOR VERANO ( T.ESPLAI-VEN AL PINAR),38017.43,,38017.43,
2017.0,450301.0,T.CTES.V.ESCUELA INF.LOS DUENDES,21080.0,,21080.0,
2017.0,450302.0,T.CTES.G.V.PROMOCION VALENCIANO,1798.5,,1798.5,
2017.0,450303.0,"APORT. G.V. PROG.""XARXA LLIBRES"" 2015-16",,,,
2017.0,450501.0,T.CTES.SERVEF(ECORJV 2016/165/12),15000.0,,15000.0,
2017.0,450502.0,T.CTES.SERVEF(EMCORP 2016/224/12),7500.0,,7500.0,
2017.0,450503.0,T.CTES.SERVEF.- CURSOS JARDINES Y LIMPIEZA,,45360.0,45360.0,
2017.0,450504.0,T.CTES.SERVEF(EMCOLD 2016/103/12),24631.25,,24631.25,
2017.0,450505.0,T.CTES.T.EMPLEO C.SOLIDARIDAD VII B,556390.8,,556390.8,139097.7
2017.0,450506.0,T.CTES.T.EMPLEO C.SOLIDARIDAD VII A,370927.2,,370927.2,92731.8
2017.0,450507.0,T.CTES.CONS.IGUALDAD.- PROGR. ITINERARIOS CS-OEST,,150532.74,150532.74,
2017.0,450601.0,T.CTES.G.V.COMERCIO Y ARTESANIA (AFIC),7000.0,,7000.0,
2017.0,450602.0,T.CTES.G.V.FONDOS BIBLIOGRAFICOS,8558.56,,8558.56,
2017.0,450801.0,"T. CTES.G.V.OMIC,JAC,CENTRO REC.CONSUMO",19203.5,,19203.5,
2017.0,453010.0,T.CTES.EPSAR COMPENS.COSTES BOMBEOS,300000.0,,300000.0,112285.12
2017.0,453020.0,T.CTES.EPSAR ( EXPL.EDAR BOMBEOS Y COL.G,3157500.0,,3157500.0,
2017.0,461000.0,DIP. CONVENIO SEGURIDAD,133445.0,,133445.0,
2017.0,470000.0,T.CTES.EMPRESAS PRIVADAS,2500.0,,2500.0,57.2
2017.0,480000.0,T.CTES.FAMILIAS E INST.SIN FINES LUCRO,5000.0,,5000.0,
2017.0,52000.0,INTERESES DEPOSITOS,75000.0,,75000.0,13365.32
2017.0,53410.0,DIVIDENDO PART.BENEF.EMPRESARIAL,1000.0,,1000.0,
2017.0,54100.0,ARRENDAMIENTOS FINCAS URBANAS,10000.0,,10000.0,4203.83
2017.0,54900.0,TRASPASO LOCALES DE NEGOCIO,15000.0,,15000.0,450.0
2017.0,55000.0,CONCESIONES ADMINISTRATIVAS,1300000.0,,1300000.0,119775.18
2017.0,74101.0,T.CAP RECIPLASA-PROYEC.MEDIOAMBIENTALES 2017,,,,91228.23
2017.0,75075.0,T.CAP.G.V.ALCANT. 1ªTRAVES (2ª FASE),400000.0,,400000.0,
2017.0,79100.0,EDUSI (FINANCIACION FONDOS FEDER),1900000.0,,1900000.0,
2017.0,83001.0,REINTEGRO DE ANTICIPOS PERSONAL,175000.0,,175000.0,36592.51
2017.0,91301.0,PRESTAMO LARGO PLAZO PTO.2017,3795400.0,,3795400.0,
#TOTAL,,,170849236.98,493462.59,171342699.57,98315849.9
