#Ej.,Económ.,Descripción,Previsiones iniciales,Previsiones modificadas,Previsiones definitivas,Derechos reconocidos
2015.0,60300,ENAJENACIONES INVERSIONES REALES (PMS),962922.92,,962922.92,
2015.0,71000,APORTACIONES PATR. DEPORTES Y TURISMO SUPERAVIT 2014,,171632.0,171632.0,171632.7
2015.0,75060,T.CAP.G.V.REHAB.EDIFICIO HACIENDA,2400000.0,,2400000.0,1280562.81
2015.0,75061,T.CAP.G.V.CIUDAD DEL DEPORTE,,,,71716.1
2015.0,75066,T.CAP G.V.PALAU DE LA FESTA,,,,25000.0
2015.0,75074,T.CAP.G.V. 1ªTRAVESSERA MARJALERÍA (1ª FASE),,53490.5,53490.5,47199.36
2015.0,75075,T.CAP.G.V.ALCANTARILLADO 1ªTRAV.MARJALERIA (2ª FASE),,709439.5,709439.5,
2015.0,75080,T.CAP.G.V. MEJORA INSTAL. ARCHIVO,,,,3024.02
2015.0,75100,T.CAP.AGÈNCIA VAL.TURISME.-SEÑALIZACIÓN RUTAS CICLOTURÍSTICAS,,50000.0,50000.0,46758.15
2015.0,75400,T.CAP.CONSELL.EDUC.CULT.Y DEP.REMOD.GAETA HUGUET,2971262.43,,2971262.43,2971260.0
2015.0,76101,T.CAP.DIPUTACION PROVINCIAL POYS,10544.63,,10544.63,9459.41
2015.0,76104,"T.CAP.DIPUTACIÓN ""EFIC.ENERG. ALUMBRADO PÚBLICO""",,,,30000.0
2015.0,76105,"T.CAP.DIPUTACION ""EQUIPAMIENTO LOCALES 3ªEDAD""",,8533.69,8533.69,8533.69
2015.0,79003,T.CAP.PROYECTO EUROPEO TRANSITION CITIES,100000.0,,100000.0,34267.41
2015.0,79100,T.CAP.FEDER-POL 2000-2006(PINAR-RAFALAFENA),,,,409512.36
2015.0,83001,REINTEGRO DE ANTICIPOS AL PERSONAL,175000.0,,175000.0,143078.29
2015.0,87000,PARA GASTOS GENERALES,,3448139.25,3448139.25,
2015.0,87010,PARA GASTOS CON FINANCIACIÓN AFECTADA,,3408259.67,3408259.67,
#TOTAL,,,163152957.99,10141668.09,173294626.08,166304561.96
